Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,No_Parking_spots,Total_house_Area,House_Age,No_Years_Last_Upgrade
633,20,2,85.0,11900,1,2,3,3,0,4,0,12,2,0,0,2,7,5,2,0,5,6,1,209.0,3,1,1,3,2,3,0,822,0,0,564,1386,0,3,1,3,0,1411,0,0,2,0,3,1,3,6,4,1,4,0,1977.0,0,2,3,2,192,0,0,0,0,0,0,4,1,0,4,8,2,82500,272.0,1411,32,32
640,120,2,53.0,3982,1,2,3,3,0,4,0,0,2,0,3,2,8,5,2,0,7,9,2,0.0,2,2,2,2,1,0,2,1154,0,0,366,1520,0,0,1,3,0,1567,1,0,2,0,1,1,0,7,4,1,2,0,2006.0,0,2,3,2,312,0,0,0,0,0,0,4,1,0,10,6,4,264561,216.0,1567,0,0
651,60,0,65.0,8125,1,2,3,3,0,4,0,19,2,0,0,3,7,6,0,0,2,2,4,0.0,2,2,2,2,2,3,5,0,0,0,813,813,0,0,1,3,0,1665,0,0,2,1,3,1,2,7,4,0,5,0,2007.0,1,2,3,2,0,0,0,0,0,0,0,4,1,0,5,8,3,205950,281.0,1665,1,1
652,70,2,60.0,9084,1,2,3,3,0,4,0,5,0,0,0,3,4,5,0,0,4,5,2,0.0,3,2,1,3,2,2,5,0,0,0,755,755,0,3,1,3,0,1510,1,0,1,0,4,1,3,7,4,1,2,3,1940.0,2,0,2,1,120,0,0,0,0,0,0,2,1,0,10,8,3,108000,296.0,1510,69,59
653,60,2,70.0,8750,1,2,3,3,0,4,0,3,2,0,0,3,7,5,0,0,7,9,2,0.0,2,2,2,2,2,3,5,0,0,0,880,880,0,0,1,3,0,1716,0,0,2,1,2,1,2,7,4,1,4,0,1996.0,1,2,3,2,0,120,0,0,0,0,0,4,1,0,7,8,3,191000,256.0,1716,13,13
657,20,2,72.0,10007,1,2,0,3,0,4,0,10,2,0,0,2,5,7,0,0,3,3,1,54.0,2,2,1,3,2,3,0,806,0,0,247,1053,0,0,1,3,0,1053,1,0,1,1,3,1,2,5,4,0,5,0,1959.0,1,2,3,2,0,0,0,0,0,0,0,2,1,0,8,8,3,145500,312.0,1053,49,2
660,20,2,75.0,9937,1,2,3,3,0,0,0,5,2,0,0,2,5,7,2,0,4,5,2,0.0,3,1,2,3,2,3,1,637,0,0,849,1486,0,0,1,3,0,1486,1,0,1,0,3,1,3,7,4,0,5,3,1968.0,0,2,3,2,0,0,0,0,0,0,0,2,1,0,3,8,3,167000,240.0,1486,45,10
666,60,2,106.0,11194,1,2,0,3,0,0,0,6,2,0,0,3,8,5,0,0,7,9,1,40.0,2,2,2,2,2,3,5,0,0,0,1406,1406,0,0,1,3,0,1936,0,0,2,1,3,1,2,7,4,1,4,0,2000.0,1,2,3,2,188,124,0,0,0,0,0,4,1,0,11,8,3,230500,252.0,1936,6,6
668,20,2,65.0,8125,1,2,3,3,0,4,0,18,2,0,0,2,6,5,0,0,3,3,1,258.0,3,2,2,2,2,3,2,1138,0,0,270,1408,0,0,1,3,0,1679,1,0,2,0,3,1,2,7,4,1,1,0,1994.0,1,2,3,2,224,42,0,0,0,0,0,4,1,0,10,8,3,193500,287.0,1679,14,10
669,20,2,0.0,14175,1,2,3,0,0,0,1,17,2,0,0,2,5,6,0,0,2,10,2,0.0,3,2,1,3,2,3,4,988,0,0,200,1188,0,2,1,3,0,1437,1,0,1,1,3,1,3,6,3,1,4,3,1999.0,2,2,3,2,304,0,0,0,0,0,0,4,1,0,11,8,3,168000,288.0,1437,50,19
671,60,2,64.0,8633,1,2,3,3,0,2,0,3,2,0,0,3,6,5,0,0,7,9,2,0.0,2,2,2,2,2,3,2,193,0,0,545,738,0,0,1,3,0,1476,1,0,2,1,3,1,2,7,4,0,5,0,2005.0,0,2,3,2,100,35,0,0,0,0,0,4,1,0,2,8,3,173500,270.0,1476,4,4
672,70,1,54.0,6629,1,2,3,3,0,4,0,5,0,0,0,3,6,6,1,0,8,10,2,0.0,3,1,0,3,2,3,1,551,0,0,121,672,0,3,0,3,0,1369,1,0,2,0,3,1,3,6,4,0,5,3,1930.0,2,2,3,2,147,0,0,0,0,0,0,4,1,0,7,8,3,103600,300.0,1369,84,59
673,20,2,0.0,11250,1,2,0,3,0,4,0,22,2,0,0,2,6,6,0,0,5,6,2,0.0,2,2,1,2,2,3,0,767,0,0,441,1208,0,3,1,3,0,1208,1,0,1,1,3,1,3,6,4,1,4,0,1977.0,1,2,3,2,198,42,0,0,0,0,0,4,1,0,6,8,3,165000,273.0,1208,29,29
680,20,2,0.0,9945,1,2,0,3,0,4,0,17,2,0,0,2,5,5,2,0,8,10,1,57.0,3,2,1,3,2,3,4,827,0,0,161,988,0,3,1,3,0,988,1,0,1,0,3,1,3,5,4,0,5,3,1963.0,2,2,3,2,0,0,0,0,0,0,0,4,1,0,10,8,3,128500,286.0,988,46,46
683,120,2,0.0,2887,1,2,3,1,0,4,0,2,2,0,0,2,6,5,0,0,8,10,2,0.0,3,2,2,2,2,2,2,1003,0,0,288,1291,0,0,1,3,0,1291,1,0,1,0,2,1,2,6,4,1,2,0,1996.0,2,2,3,2,307,0,0,0,0,0,0,4,1,0,11,8,3,173000,215.0,1291,12,11
684,20,2,90.0,11248,1,2,0,3,0,0,0,3,2,0,0,2,9,5,2,0,7,9,3,215.0,2,2,2,2,2,0,2,1059,0,0,567,1626,0,0,1,3,0,1668,1,0,2,0,3,1,2,7,4,1,4,0,2002.0,0,2,3,2,257,45,0,0,0,0,0,4,1,0,7,8,3,285000,234.0,1668,5,5
685,60,2,58.0,16770,1,2,1,3,0,1,0,13,2,0,0,3,7,5,0,0,7,9,1,30.0,2,2,2,2,2,3,5,0,0,0,1195,1195,0,2,1,3,0,1839,0,0,2,1,4,1,3,7,4,0,5,0,1998.0,0,2,3,2,0,81,0,0,0,0,0,4,1,0,6,8,3,221000,243.0,1839,12,12
687,60,0,84.0,10207,1,2,3,3,0,4,0,19,2,0,0,3,7,6,0,0,7,9,2,0.0,2,2,2,2,2,3,5,0,0,0,874,874,0,0,1,3,0,1761,0,0,3,0,3,1,2,7,4,0,5,0,2007.0,0,2,3,2,144,105,0,0,0,0,0,4,1,0,8,6,4,227875,289.0,1761,0,0
690,120,2,61.0,7577,1,2,0,3,0,0,0,14,2,0,3,2,6,5,0,0,7,9,3,256.0,2,2,2,2,2,0,0,20,0,0,1342,1362,0,0,1,3,0,1362,0,0,2,0,2,1,2,6,4,1,2,0,2005.0,1,2,3,2,192,28,0,0,0,0,0,4,1,0,6,8,3,194700,230.0,1362,2,1
691,120,3,0.0,4426,1,2,3,3,0,4,0,3,2,0,3,2,6,5,0,0,7,9,1,147.0,2,2,2,2,2,1,2,697,0,0,151,848,0,0,1,3,0,848,1,0,1,0,1,1,2,3,4,1,4,0,2004.0,1,2,3,2,149,0,0,0,0,0,0,4,1,0,5,8,3,141000,210.0,848,4,4
695,50,3,51.0,6120,1,2,3,3,0,0,0,1,2,0,0,0,5,6,0,0,8,10,2,0.0,3,0,0,3,2,3,5,0,0,0,927,927,0,3,1,3,0,1539,0,0,1,1,3,1,3,5,4,0,5,3,1995.0,2,2,3,2,112,0,0,0,0,0,0,2,1,0,4,8,3,141500,288.0,1539,73,59
700,120,0,59.0,4282,1,1,1,3,0,4,0,19,2,0,3,2,7,5,0,0,4,5,2,0.0,2,2,2,2,2,2,2,16,0,0,1375,1391,0,0,1,3,0,1391,0,0,2,0,2,1,2,5,4,0,5,0,2004.0,1,2,3,2,156,158,0,0,0,0,0,4,1,0,7,8,3,196000,265.0,1391,4,4
702,20,2,80.0,9600,1,2,3,3,0,4,0,12,2,0,0,2,7,5,2,0,3,3,1,168.0,3,2,1,3,2,3,5,0,0,0,1164,1164,0,3,1,3,0,1164,0,0,1,1,3,1,3,6,4,0,5,0,1969.0,2,2,3,2,0,0,0,0,0,0,0,4,1,0,7,0,3,140000,264.0,1164,37,37
708,120,2,48.0,6240,1,2,3,3,0,4,0,14,2,0,3,2,8,5,2,0,4,5,1,176.0,2,2,2,2,2,3,2,863,0,0,461,1324,0,0,1,3,0,1324,1,0,2,0,2,1,2,6,4,1,2,0,2006.0,0,2,3,2,192,38,0,0,0,0,0,4,1,0,12,8,3,254000,275.0,1324,3,3
709,60,2,65.0,9018,1,2,0,3,0,4,0,6,2,0,0,3,7,5,2,0,7,9,2,0.0,2,2,2,2,2,0,5,0,0,0,728,728,0,0,1,3,0,1456,0,0,2,1,3,1,2,8,4,1,2,0,2007.0,0,2,3,2,100,24,0,0,0,0,0,4,1,0,7,6,4,179540,200.0,1456,0,0
710,20,2,0.0,7162,1,2,0,3,0,4,0,17,2,0,0,2,5,7,0,0,3,3,0,41.0,3,2,2,3,2,3,5,0,0,0,876,876,0,3,1,3,0,904,0,0,1,0,3,1,3,6,4,0,5,0,1966.0,2,2,3,2,0,0,0,0,0,0,0,2,1,0,12,8,0,109900,408.0,904,42,42
711,30,2,56.0,4130,1,2,0,3,0,4,0,1,2,0,0,2,3,6,0,0,7,9,2,0.0,2,2,1,3,2,3,5,0,0,0,270,270,0,2,1,3,0,729,0,0,1,0,2,1,3,5,1,0,5,4,0.0,3,3,4,0,0,0,0,0,0,0,0,4,1,0,7,8,3,52000,0.0,729,73,5
713,120,2,40.0,4671,1,2,0,1,0,4,0,20,2,0,3,2,8,5,0,0,3,3,2,0.0,2,2,2,2,2,2,2,767,0,0,461,1228,0,2,1,3,0,1228,1,0,2,0,2,1,2,5,4,1,2,0,1988.0,0,2,3,2,168,120,0,0,0,0,0,4,1,0,10,8,3,189000,236.0,1228,20,19
716,20,2,78.0,10140,1,2,3,3,0,4,0,12,2,0,0,2,6,5,2,0,3,3,1,174.0,3,2,1,2,2,3,5,0,0,0,1064,1064,0,3,1,3,0,1350,0,0,2,0,3,1,3,7,4,1,4,0,1974.0,1,2,3,2,0,0,0,0,0,0,0,2,1,0,8,8,3,165000,239.0,1350,35,35
720,20,2,69.0,9920,1,2,0,3,0,4,0,3,2,0,0,2,5,6,0,0,3,6,2,0.0,3,2,1,2,2,1,0,523,0,0,448,971,0,3,1,3,0,971,0,0,1,1,3,1,3,5,4,1,3,0,1969.0,2,2,3,2,0,0,0,0,0,0,0,4,1,0,5,8,3,128500,300.0,971,37,37
722,120,3,0.0,4426,1,2,3,3,0,4,0,3,2,0,3,2,6,5,0,0,7,9,1,169.0,2,2,2,2,2,0,2,662,0,0,186,848,0,0,1,3,0,848,1,0,1,0,1,1,2,3,4,0,5,0,2004.0,1,2,3,2,160,0,0,0,0,0,0,4,1,0,5,8,3,143000,210.0,848,6,6
723,20,2,70.0,8120,1,2,3,3,0,4,0,10,2,0,0,2,4,7,0,0,4,5,2,0.0,3,1,1,3,2,3,0,191,0,0,673,864,0,0,1,3,0,864,0,0,1,0,3,1,3,5,4,0,5,3,1994.0,2,2,3,2,0,0,0,0,0,0,0,4,1,0,7,8,3,124500,231.0,864,39,39
725,20,2,86.0,13286,1,2,0,3,0,4,0,5,2,0,0,2,9,5,2,0,2,2,3,340.0,0,2,2,0,2,3,2,1234,0,0,464,1698,0,0,1,3,0,1698,1,0,2,0,3,1,0,8,4,1,2,0,2007.0,0,2,3,2,327,64,0,0,0,0,0,4,1,0,2,8,3,320000,256.0,1698,2,1
728,20,2,64.0,7314,1,2,3,3,0,4,0,3,2,0,0,2,7,5,0,0,7,9,3,82.0,2,2,2,2,2,0,2,724,0,0,508,1232,0,0,1,3,0,1232,1,0,2,0,2,1,2,6,4,0,5,0,2007.0,1,2,3,2,132,0,0,0,0,0,0,4,1,0,2,8,3,194500,316.0,1232,2,2
731,120,2,39.0,5389,1,2,0,3,0,4,0,20,2,0,3,2,8,5,0,0,2,2,2,0.0,2,2,2,2,2,3,2,1180,0,0,415,1595,0,0,1,3,0,1616,1,0,2,0,2,1,2,5,4,1,4,0,1995.0,1,2,3,2,237,152,0,0,0,0,0,4,1,0,3,8,3,236500,304.0,1616,15,14
733,60,2,75.0,11404,1,2,0,3,0,4,0,3,2,0,0,3,7,5,0,0,7,9,1,202.0,2,2,2,2,2,0,0,252,0,0,901,1153,0,0,1,3,0,2031,0,0,2,1,3,1,2,8,4,1,4,0,1998.0,0,2,3,2,192,84,0,0,0,0,0,4,1,0,7,8,3,222500,270.0,2031,10,9
735,20,2,0.0,8978,1,2,0,3,0,0,0,17,2,0,0,2,5,5,0,0,5,6,2,0.0,3,2,2,3,2,3,5,0,0,0,948,948,0,3,1,3,0,948,0,0,1,0,3,1,3,6,4,0,5,0,1968.0,2,2,3,2,147,0,0,0,0,0,0,4,1,0,5,8,2,108000,300.0,948,39,39
738,60,2,72.0,10463,1,2,0,1,0,1,0,6,2,0,0,3,8,5,0,0,7,9,2,0.0,2,2,2,2,2,3,5,0,0,0,893,893,0,0,1,3,0,1801,0,0,2,1,3,1,2,8,4,1,2,0,2005.0,0,2,3,2,0,116,0,0,0,0,0,4,1,0,6,8,3,239900,266.0,1801,1,1
740,60,2,65.0,9313,1,2,0,3,0,4,0,3,2,0,0,3,7,5,0,0,7,9,2,0.0,2,2,2,2,2,3,5,0,0,0,864,864,0,0,1,3,0,1728,0,0,2,1,3,1,2,7,4,0,5,0,2004.0,1,2,3,2,187,56,0,0,0,0,0,4,1,0,4,8,3,190000,286.0,1728,5,5
743,20,2,65.0,8450,1,2,3,3,0,4,0,18,2,0,0,2,7,5,0,0,7,9,1,108.0,3,2,2,2,2,3,5,0,0,0,1349,1349,0,0,1,3,0,1349,0,0,2,0,3,1,3,6,4,0,5,0,2000.0,2,2,3,2,120,55,0,0,0,0,0,0,1,0,12,8,3,179000,269.0,1349,7,6
747,60,2,0.0,8795,1,2,0,3,0,4,0,6,2,0,0,3,7,5,0,0,7,9,2,0.0,2,2,2,2,2,3,2,300,0,0,652,952,0,0,1,3,0,2256,0,0,2,1,4,1,2,8,4,1,4,2,2000.0,0,2,3,2,224,54,0,0,0,0,0,4,1,0,4,8,3,236000,277.0,2256,9,9
751,50,3,55.0,8800,1,0,3,3,0,0,0,15,2,0,0,0,4,7,0,0,8,10,2,0.0,3,2,0,3,0,3,5,0,0,0,576,576,0,2,1,3,0,1140,0,0,1,0,3,1,3,7,3,0,5,4,0.0,3,3,4,0,0,160,0,0,0,0,0,4,1,0,6,8,3,96500,0.0,1140,100,6
752,60,2,0.0,7750,1,2,3,3,0,4,0,6,5,0,0,3,7,5,0,0,7,9,2,0.0,2,2,2,2,2,3,5,0,0,0,660,660,0,0,1,3,0,1320,0,0,2,1,3,1,2,6,4,0,5,0,2003.0,0,2,3,2,0,48,0,0,0,0,0,4,1,0,8,8,3,162000,200.0,1320,4,4
753,20,2,79.0,9236,1,2,0,3,0,4,0,3,2,0,0,2,6,5,0,0,7,9,2,0.0,3,1,2,2,2,1,2,1200,0,0,279,1479,0,0,1,3,0,1494,1,0,2,0,3,1,2,6,4,0,5,0,1997.0,1,2,3,2,168,27,0,0,0,0,0,4,1,0,7,8,3,217000,288.0,1494,9,9
754,60,2,80.0,10240,1,2,3,3,0,4,0,14,2,0,0,3,8,5,0,0,7,9,1,178.0,2,2,2,2,2,2,5,0,0,0,1030,1030,0,2,1,3,0,2098,0,0,2,1,3,1,0,8,4,1,2,0,2005.0,1,2,3,2,192,52,0,0,0,0,0,4,1,0,3,8,3,275500,292.0,2098,1,1
757,60,2,68.0,10769,1,2,0,3,0,4,0,3,2,0,0,3,8,5,0,0,7,9,2,0.0,2,2,2,2,2,0,2,20,0,0,846,866,0,0,1,3,0,1768,0,0,2,1,3,1,2,7,4,0,5,0,2007.0,1,2,3,2,144,105,0,0,0,0,0,4,1,0,4,8,3,212000,289.0,1768,2,2
758,60,2,0.0,11616,1,2,0,3,0,1,0,17,2,0,0,3,6,5,2,0,3,3,0,328.0,3,2,1,3,2,2,4,438,0,0,234,672,0,3,1,3,0,1386,0,0,2,1,3,1,3,6,4,1,4,0,1978.0,0,2,3,2,335,0,0,0,0,0,0,0,1,0,4,8,0,158900,220.0,1386,32,32
762,30,3,60.0,6911,1,2,3,3,0,2,0,1,1,0,0,2,5,5,0,0,8,10,2,0.0,3,2,2,3,2,2,3,405,0,0,740,1145,0,3,1,3,0,1301,0,0,1,0,2,1,1,5,2,0,5,3,1965.0,2,2,3,2,0,0,0,0,0,0,0,4,1,0,10,8,3,100000,220.0,1301,85,59
763,60,0,72.0,8640,1,2,3,3,0,4,0,19,2,0,0,3,7,5,0,0,7,9,2,0.0,3,2,2,2,2,2,2,24,0,0,732,756,0,0,1,3,0,1547,0,0,2,1,3,1,2,7,4,0,5,0,2009.0,2,2,3,2,169,45,0,0,0,0,0,4,1,0,6,2,3,215200,307.0,1547,1,1
771,85,2,0.0,7252,1,2,0,3,0,1,0,17,2,0,0,4,5,5,2,0,8,10,2,0.0,3,2,1,2,2,0,2,685,0,0,173,858,0,3,1,3,0,858,1,0,1,0,2,1,3,5,4,0,5,3,1983.0,2,2,3,2,120,0,0,0,0,0,0,4,1,0,4,8,3,134900,288.0,858,27,27
772,20,2,67.0,8877,1,2,3,3,0,4,0,5,2,0,0,2,4,5,0,0,8,10,2,0.0,3,2,1,1,0,3,3,836,0,0,0,836,0,3,1,1,0,1220,0,0,1,0,2,1,3,6,4,0,5,3,1951.0,2,2,3,2,0,0,0,0,0,0,0,4,1,0,4,0,3,102000,198.0,1220,55,55
774,20,2,70.0,10150,1,2,3,3,0,4,0,10,1,0,0,2,5,5,0,0,8,10,2,1.0,3,2,1,3,2,3,4,456,0,0,456,912,0,0,1,0,0,912,0,0,1,0,2,1,3,5,4,0,5,0,1958.0,1,2,3,2,0,0,0,0,0,0,0,4,1,0,7,0,3,114500,275.0,912,49,49
777,20,2,86.0,11210,1,2,0,3,0,4,0,3,2,0,0,2,7,5,0,0,7,9,1,240.0,2,2,2,2,2,0,2,20,0,0,1594,1614,0,0,1,3,0,1614,0,0,2,0,3,1,2,7,4,0,5,0,2005.0,1,2,3,2,144,59,0,0,0,0,0,4,1,0,7,6,4,221500,288.0,1614,1,0
778,20,2,100.0,13350,1,2,0,3,0,4,0,17,2,0,0,2,5,5,2,0,3,6,2,0.0,3,2,1,3,2,3,0,762,0,0,102,864,0,3,1,3,0,894,1,0,1,0,3,1,3,5,4,1,1,0,1974.0,2,2,3,2,241,0,0,0,0,0,0,2,1,0,6,8,3,142500,220.0,894,32,32
780,90,2,78.0,10530,1,2,3,3,0,4,0,9,2,0,1,4,6,5,0,0,5,4,1,90.0,3,2,1,2,2,1,2,975,0,0,0,975,0,3,1,3,0,1004,1,0,1,0,2,1,3,4,4,0,5,0,1977.0,2,2,3,2,0,0,0,0,0,0,0,4,1,0,5,8,3,135000,252.0,1004,29,29
781,20,2,63.0,7875,1,2,3,3,0,4,0,6,2,0,0,2,7,5,0,0,3,3,1,38.0,3,2,2,2,1,3,5,0,0,0,1237,1237,0,2,1,3,0,1253,0,0,2,0,3,1,3,6,4,1,4,0,1995.0,0,2,3,2,220,21,0,0,0,0,0,4,1,0,6,8,3,176000,201.0,1253,12,11
782,60,2,65.0,7153,1,2,3,3,0,4,0,18,2,0,0,3,6,5,0,0,7,9,2,0.0,2,1,2,2,2,3,0,387,0,0,374,761,0,0,1,3,0,1603,0,0,2,1,3,1,2,7,4,0,5,0,1992.0,1,2,3,2,0,124,0,0,0,0,0,4,1,0,7,8,3,175900,242.0,1603,14,14
783,20,2,67.0,16285,1,2,1,3,0,4,0,3,2,0,0,2,7,5,0,0,7,9,2,0.0,2,2,2,2,2,3,5,0,0,0,1413,1413,0,0,1,3,0,1430,0,0,2,0,3,1,2,6,4,0,5,0,2001.0,1,2,3,2,0,33,0,0,0,0,0,4,1,0,6,8,3,187100,302.0,1430,8,7
784,85,2,0.0,9101,1,2,0,3,0,0,0,9,2,0,0,4,5,6,0,0,5,6,1,104.0,3,1,2,2,2,0,2,1097,0,0,0,1097,0,0,1,3,0,1110,1,0,1,0,1,1,2,4,4,1,4,0,1978.0,0,2,3,2,303,30,0,0,0,0,0,4,1,0,7,8,3,165500,301.0,1110,31,31
788,60,2,76.0,10142,1,2,0,3,0,4,0,18,2,0,0,3,7,5,0,0,7,9,2,0.0,2,2,2,2,2,3,2,656,0,0,300,956,0,0,1,3,0,2084,1,0,2,1,4,1,2,8,4,0,5,2,2004.0,1,2,3,2,0,45,0,0,0,0,0,4,1,0,1,8,3,233000,309.0,2084,6,6
789,20,3,50.0,6000,1,2,3,3,0,0,0,15,2,0,0,2,4,7,0,0,4,5,2,0.0,3,2,1,3,2,3,5,0,0,0,901,901,0,0,1,3,0,901,0,0,1,0,2,1,3,4,4,0,5,3,1954.0,2,0,3,2,0,0,0,0,0,0,0,4,1,0,8,8,3,107900,281.0,901,54,8
791,120,2,43.0,3182,1,2,3,3,0,4,0,0,2,0,3,2,7,5,0,0,7,9,1,11.0,2,2,2,2,2,3,2,16,0,0,1129,1145,0,0,1,3,0,1145,0,0,2,0,2,1,2,5,4,1,2,0,2005.0,0,2,3,2,100,16,0,0,0,0,0,4,1,0,9,8,3,160200,198.0,1145,4,3
792,80,2,0.0,11333,1,2,0,3,0,0,0,9,2,0,0,5,6,5,0,0,3,3,2,0.0,3,2,2,2,2,0,0,539,0,0,490,1029,0,3,1,3,0,1062,1,0,1,0,3,1,3,5,4,2,4,0,1976.0,1,2,3,2,120,0,0,0,0,0,0,4,1,0,5,8,3,146800,269.0,1062,31,31
793,60,2,92.0,9920,1,2,0,3,0,1,0,13,2,0,0,3,7,5,0,0,4,5,2,0.0,2,2,2,2,2,0,2,862,0,0,255,1117,0,0,1,3,0,2013,1,0,2,1,3,1,3,8,4,1,4,0,1997.0,2,2,3,2,180,130,0,0,0,0,0,4,1,0,6,8,3,269790,227.0,2013,11,10
794,20,2,76.0,9158,1,2,3,3,0,4,0,19,2,0,0,2,8,5,0,0,2,2,3,140.0,2,2,2,2,2,0,5,0,0,0,1496,1496,0,0,1,3,0,1496,0,0,2,0,3,1,2,7,4,0,5,0,2007.0,0,2,3,2,168,130,0,0,0,0,0,4,1,0,6,6,4,225000,237.0,1496,0,0
797,20,2,71.0,8197,1,2,3,3,0,4,0,17,2,0,0,2,6,5,0,0,5,6,1,148.0,3,2,1,3,2,3,5,0,0,0,660,660,0,0,1,3,0,1285,0,0,1,1,3,1,3,7,4,1,4,0,1977.0,1,2,3,2,138,0,0,0,0,0,0,2,1,0,4,8,3,143500,264.0,1285,30,30
798,20,2,57.0,7677,1,2,3,3,0,4,0,10,2,0,0,2,5,5,0,0,7,9,2,0.0,3,2,1,3,2,3,1,570,0,0,203,773,0,2,1,3,0,773,0,0,1,0,2,1,3,4,4,0,5,0,1953.0,2,2,3,2,0,0,0,0,0,0,0,4,1,0,4,8,0,110000,240.0,773,55,55
802,30,3,40.0,4800,1,2,3,3,0,4,0,7,2,0,0,2,4,7,0,0,4,5,2,0.0,3,2,1,3,2,3,3,197,0,0,999,1196,0,0,1,0,0,1196,1,0,1,0,2,1,3,5,4,0,5,3,1957.0,2,2,3,2,0,0,0,0,0,0,0,4,1,0,7,8,3,109900,220.0,1196,91,17
803,60,2,63.0,8199,1,2,3,3,0,4,0,3,2,0,0,3,7,5,0,0,9,11,2,0.0,2,2,2,2,2,0,2,648,0,0,80,728,0,0,1,3,0,1456,1,0,2,1,3,1,2,7,4,1,2,0,2005.0,0,2,3,2,36,18,0,0,0,0,0,4,1,0,10,8,3,189000,205.0,1456,3,3
805,20,2,75.0,9000,1,2,3,3,0,4,0,10,2,0,0,2,5,5,0,0,8,10,2,0.0,3,2,1,3,2,3,3,812,0,0,124,936,0,3,1,3,0,1128,0,0,1,0,2,1,3,5,2,0,5,0,1954.0,2,2,3,2,0,0,0,0,0,0,0,1,1,0,6,8,2,118000,286.0,1128,52,52
806,20,2,91.0,12274,1,2,0,3,0,2,0,19,2,0,0,2,7,5,0,0,7,9,3,256.0,2,2,2,2,2,3,5,0,0,0,1417,1417,0,0,1,3,0,1428,0,0,2,0,3,1,0,6,4,0,5,0,2008.0,1,2,3,2,0,60,0,0,0,0,0,4,1,0,7,6,4,227680,277.0,1428,0,0
812,120,3,0.0,4438,1,2,3,3,0,4,0,3,2,0,3,2,6,5,0,0,7,9,1,169.0,2,2,2,2,2,1,2,662,0,0,186,848,0,0,1,3,0,848,1,0,1,0,1,1,2,4,4,1,2,0,2004.0,0,2,3,2,140,0,0,0,0,0,0,4,1,0,6,3,3,144500,210.0,848,4,4
818,20,2,0.0,13265,1,2,0,3,0,1,0,9,2,0,0,2,8,5,2,0,2,2,1,148.0,2,2,2,2,2,3,2,1218,0,0,350,1568,0,0,1,3,0,1689,1,0,2,0,3,1,2,7,4,2,2,0,2002.0,1,2,3,2,150,59,0,0,0,0,0,4,1,0,7,8,3,271000,285.0,1689,6,6
819,80,2,80.0,8816,1,2,3,3,0,4,0,2,2,0,0,5,6,7,0,0,3,3,1,80.0,3,2,1,3,2,0,2,504,0,0,506,1010,0,2,1,3,0,1052,1,0,1,0,3,1,3,6,4,0,5,0,1971.0,2,2,3,2,0,0,0,0,0,0,0,2,1,0,6,8,3,155000,220.0,1052,39,39
820,120,2,44.0,6371,1,2,0,3,0,4,0,14,2,0,3,2,7,5,0,0,7,9,3,128.0,2,2,2,2,2,2,2,733,0,0,625,1358,0,0,1,3,0,1358,1,0,2,0,2,1,2,6,4,1,2,0,2010.0,1,2,3,2,192,35,0,0,0,0,0,4,1,0,6,6,4,224000,242.0,1358,1,0
821,60,2,72.0,7226,1,2,0,3,0,1,0,3,2,0,0,3,7,5,0,0,7,9,2,0.0,2,2,2,2,2,3,5,0,0,0,798,798,0,0,1,3,0,1640,0,0,2,1,3,1,2,6,4,0,5,0,2003.0,1,2,3,2,0,45,0,0,0,0,0,4,1,0,6,8,3,183000,297.0,1640,5,5
823,60,2,0.0,12394,1,2,0,3,0,0,0,6,2,0,0,3,7,5,0,0,7,9,2,0.0,2,2,2,2,2,1,5,0,0,0,847,847,0,0,1,3,0,1733,0,0,2,1,3,1,2,7,4,1,2,2,2003.0,0,2,3,2,100,48,0,0,0,0,0,4,1,0,10,8,2,225000,216.0,1733,4,4
824,50,2,60.0,9900,1,2,3,3,0,4,0,16,2,0,0,0,6,7,0,0,7,9,2,0.0,3,2,0,3,2,3,5,0,0,0,778,778,0,3,1,3,0,1489,0,0,2,0,3,1,3,7,4,1,2,3,1940.0,2,2,3,2,335,0,0,0,0,0,0,1,1,0,7,8,3,139500,240.0,1489,69,59
825,20,0,81.0,11216,1,2,3,3,0,4,0,19,2,0,0,2,8,5,0,0,7,9,2,0.0,2,2,2,2,1,3,5,0,0,0,1489,1489,0,0,1,3,0,1489,0,0,2,0,3,1,2,7,4,1,2,0,2006.0,1,2,3,2,0,140,0,0,0,0,0,4,1,0,6,6,4,232600,388.0,1489,0,0
